ID;REGON;lat;lon;ROA_BEST;BvD_sectors;National industry classification;NACE_rev2_4dig
1;141087279;50,0781809;19,96903991;-8,7;Retail;NACE Rev. 2;4725
2;146095190;51,3810992;21,16304054;-10,38;Travel, Personal & Leisure;NACE Rev. 2;7711
3;142376726;51,3979879;21,1699573;-9,51;Retail;NACE Rev. 2;4711
4;20684224;51,5533857;20,01719865;-37,09;Property Services;US SIC;9499
5;145493711;51,62160015;21,93815069;-1,87;Agriculture, Horticulture & Livestock;NACE Rev. 2;113
6;250928725;51,74381935;18,0655889;33,61;Business Services;NACE Rev. 2;6920
7;140098252;51,90499445;21,60660107;-0,92;Travel, Personal & Leisure;NACE Rev. 2;5510
8;10117154;52,00928895;20,91721881;13,84;Leather, Stone, Clay & Glass products;NACE Rev. 2;2363
9;142226984;52,04966;20,75484;7,02;Business Services;NACE Rev. 2;6920
10;10164538;52,0517465;20,866235;6,59;Wholesale;US SIC;4690
11;141973041;52,0517633;20,86451154;9,28;Transport, Freight & Storage;NACE Rev. 2;5229
12;140644772;52,0856812;21,0343619;-0,57;Construction;NACE Rev. 2;4120
13;141246690;52,0856812;21,0343619;2,03;Computer Hardware;NACE Rev. 2;2620
14;146510624;52,0856812;21,0343619;6,31;Food & Tobacco Manufacturing;NACE Rev. 2;1107
15;12178941;52,0866959;21,02404088;-9,32;Public Administration, Education, Health Social Services;NACE Rev. 2;8621
16;15672587;52,09060365;21,01725087;-10,53;Property Services;NACE Rev. 2;6820
17;141720096;52,09725325;20,99183157;0,59;Wholesale;NACE Rev. 2;4690
18;141422565;52,1043379;21,01720095;-0,33;Business Services;NACE Rev. 2;7022
19;15213655;52,1043379;21,01720095;2,58;Business Services;NACE Rev. 2;7022
20;120539631;52,1043379;21,01720095;36,13;Banking, Insurance & Financial Services;NACE Rev. 2;6630
21;11233313;52,10452145;20,98861792;25,74;Food & Tobacco Manufacturing;NACE Rev. 2;1071
22;146095421;52,1057951;21,09908084;50;Food & Tobacco Manufacturing;NACE Rev. 2;1011
23;15740998;52,10631085;21,0251034;12,2;Business Services;NACE Rev. 2;7311
24;146511718;52,10631185;21,0259699;0;Construction;NACE Rev. 2;4321
25;146968062;52,10631185;21,0259699;1,27;Business Services;NACE Rev. 2;7022
26;146977747;52,10631185;21,0259699;11,53;Business Services;NACE Rev. 2;7022
27;611332545;52,10631185;21,0259699;36,47;Wholesale;NACE Rev. 2;4652
28;146072986;52,10631275;21,0262161;-10,35;Leather, Stone, Clay & Glass products;NACE Rev. 2;2319
29;146143309;52,10631275;21,0262161;-5;Utilities;NACE Rev. 2;3511
30;147193090;52,10631275;21,0262161;-0,85;Utilities;NACE Rev. 2;3511
31;142361506;52,10631275;21,0262161;-0,33;Utilities;NACE Rev. 2;3511
32;142877380;52,10631275;21,0262161;2,9;Business Services;NACE Rev. 2;8219
33;363624481;52,10637015;21,02116829;-3,34;Retail;NACE Rev. 2;4759
34;147000262;52,10637015;21,02116829;3,12;Wholesale;NACE Rev. 2;4613
35;145897680;52,1063751;21,0343979;-6,62;Media & Broadcasting;NACE Rev. 2;5911
36;145897756;52,1063751;21,0343979;1,17;Media & Broadcasting;NACE Rev. 2;5911
37;8023319;52,10650465;21,02586745;0,6;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2223
38;492734436;52,10650465;21,02586745;11,05;Public Administration, Education, Health Social Services;NACE Rev. 2;8559
39;146464611;52,106505;21,0254043;-50;Wholesale;NACE Rev. 2;4511
40;15855320;52,1065471;21,0315953;-17,48;Construction;NACE Rev. 2;4120
41;145915939;52,1065471;21,0315953;-16,36;Construction;NACE Rev. 2;4120
42;146180204;52,1067001;21,0210557;14,16;Computer Software;NACE Rev. 2;6202
43;14928607;52,1071252;21,0176124;2,21;Wholesale;NACE Rev. 2;4511
44;15798348;52,1075134;21,02660872;-21,05;Business Services;NACE Rev. 2;7022
45;15875184;52,10770855;20,99262185;18,68;Wholesale;NACE Rev. 2;4674
46;10816260;52,1078933;21,01931902;10,42;Wholesale;NACE Rev. 2;4674
47;15570651;52,10793525;21,0245828;22,07;Wholesale;NACE Rev. 2;4669
48;141167110;52,1080696;21,02119075;1,16;Wholesale;NACE Rev. 2;4690
49;11224892;52,1080696;21,02119075;7,41;Wholesale;NACE Rev. 2;4690
50;147373939;52,10821995;21,03111795;-20,73;Public Administration, Education, Health Social Services;NACE Rev. 2;8510
51;142512112;52,10827;21,0315711;4,2;Business Services;NACE Rev. 2;7820
52;11560874;52,1085737;21,0275633;-78,82;Wholesale;NACE Rev. 2;4642
53;15833412;52,1085737;21,0275633;12,09;Food & Tobacco Manufacturing;NACE Rev. 2;1086
54;140426093;52,1086845;21,01693447;48,54;Business Services;NACE Rev. 2;8130
55;146733206;52,10884845;21,03274421;65,92;Public Administration, Education, Health Social Services;NACE Rev. 2;8520
56;363551598;52,10942045;20,9974129;-19,7;Retail;NACE Rev. 2;4752
57;10425921;52,10942045;20,9974129;-4,35;Wholesale;NACE Rev. 2;4675
58;11903802;52,10942045;20,9974129;0,29;Construction;NACE Rev. 2;4120
59;15822495;52,10942045;20,9974129;2,71;Travel, Personal & Leisure;NACE Rev. 2;5621
60;6214357;52,10942045;20,9974129;24,67;Construction;NACE Rev. 2;4120
61;141157040;52,10957505;21,0176211;-53,17;Property Services;NACE Rev. 2;6831
62;362103120;52,10957505;21,0176211;-22,94;Construction;NACE Rev. 2;4120
63;141111598;52,10957505;21,0176211;-13,68;Public Administration, Education, Health Social Services;NACE Rev. 2;8559
64;10568997;52,10957505;21,0176211;-4,06;Wholesale;NACE Rev. 2;4673
65;10987760;52,10957505;21,0176211;2,43;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2223
66;145484899;52,10957505;21,0176211;3,35;Communications;NACE Rev. 2;6190
67;142140248;52,10957505;21,0176211;5,75;Communications;NACE Rev. 2;6190
68;362467737;52,10957505;21,0176211;25;Public Administration, Education, Health Social Services;NACE Rev. 2;8531
69;12248720;52,10958095;21,0340203;-10,15;Business Services;NACE Rev. 2;7490
70;142933405;52,1099648;21,00809747;32,78;Construction;NACE Rev. 2;4211
71;145983929;52,1101369;20,99202655;-0,33;Business Services;NACE Rev. 2;4520
72;10066340;52,1101369;20,99202655;2,77;Wholesale;NACE Rev. 2;4618
73;12977688;52,1101369;20,99202655;3,48;Wholesale;NACE Rev. 2;4690
74;11254203;52,1101369;20,99202655;3,85;Retail;NACE Rev. 2;4743
75;141063132;52,1103173;20,993232;-3,76;Wholesale;NACE Rev. 2;4673
76;12782571;52,1103173;20,993232;0,04;Property Services;NACE Rev. 2;6820
77;12847253;52,1104023;21,0101344;9,03;Transport, Freight & Storage;NACE Rev. 2;5210
78;140535095;52,1104023;21,0101344;28,91;Wholesale;NACE Rev. 2;4669
79;15846900;52,11054755;21,01472288;1,34;Wholesale;NACE Rev. 2;4690
80;15461494;52,11054755;21,01472288;8,79;Wholesale;NACE Rev. 2;4690
81;180915406;52,11054755;21,01472288;10,21;Wholesale;NACE Rev. 2;4649
82;15593497;52,11058565;21,00995145;2,28;Construction;NACE Rev. 2;4120
83;10020420;52,11058565;21,00995145;3,26;Wholesale;NACE Rev. 2;4663
84;142034606;52,11058565;21,00995145;4,65;Retail;NACE Rev. 2;4532
85;12356911;52,11058565;21,00995145;10,86;Wholesale;NACE Rev. 2;4669
86;15900396;52,11058565;21,00995145;29,58;Business Services;NACE Rev. 2;6209
87;15805344;52,1105874;21,0114039;3,76;Wholesale;NACE Rev. 2;4652
88;360710866;52,1105874;21,0114039;83,09;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2732
89;140732542;52,11060475;21,00850035;11,79;Construction;NACE Rev. 2;4120
90;142190068;52,11155725;20,99620425;0,37;Biotechnology and Life Sciences;NACE Rev. 2;7219
91;146340062;52,111568;20,99573455;33,28;Business Services;NACE Rev. 2;3312
92;140196990;52,11220715;21,0355815;-4,55;Property Services;NACE Rev. 2;6820
93;140909348;52,11268475;21,11963707;1,17;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2120
94;17266800;52,11308595;21,01545918;-5,81;Printing & Publishing;NACE Rev. 2;5811
95;932898643;52,11314375;21,01922535;0,19;Wholesale;NACE Rev. 2;4673
96;146887599;52,11314375;21,01922535;0,37;Business Services;NACE Rev. 2;7112
97;146500560;52,11314375;21,01922535;0,38;Property Services;NACE Rev. 2;6820
98;146991463;52,11314375;21,01922535;0,85;Property Services;NACE Rev. 2;6810
99;17211695;52,113199;20,73236119;3,23;Computer Software;NACE Rev. 2;6202
100;141286010;52,1132117;21,0199257;-67,86;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
101;147315209;52,1132638;21,019787;13,99;Transport, Freight & Storage;NACE Rev. 2;4941
102;142873229;52,11332535;21,01920905;30,54;Construction;NACE Rev. 2;4322
103;16001352;52,1134625;21,0193925;21,72;Property Services;NACE Rev. 2;6810
104;16424035;52,1134625;21,0193925;29,35;Construction;NACE Rev. 2;4339
105;15501584;52,11374075;21,00596784;-36,71;Construction;NACE Rev. 2;4120
106;141216200;52,11374075;21,00596784;-10,47;Construction;NACE Rev. 2;4120
107;141787640;52,1141303;21,0229814;2,17;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
108;10308687;52,1142811;21,0109713;29,45;Construction;NACE Rev. 2;4211
109;145916005;52,1142847;21,0212404;9,09;Public Administration, Education, Health Social Services;NACE Rev. 2;8690
110;141909959;52,11461595;21,01618325;8,89;Business Services;NACE Rev. 2;7022
111;11091072;52,1146557;21,01362865;14,19;Printing & Publishing;NACE Rev. 2;5811
112;146201857;52,11524995;21,02170048;11,21;Wholesale;NACE Rev. 2;4623
113;101400916;52,1152513;21,02278295;33,76;Computer Software;NACE Rev. 2;6201
114;12753150;52,1152959;21,02426904;0,55;Property Services;NACE Rev. 2;6810
115;11348973;52,11541405;21,01709035;-11,55;Wholesale;NACE Rev. 2;4674
116;142009436;52,1158365;21,01444597;0,29;Construction;NACE Rev. 2;4221
117;140021284;52,11587545;21,1036711;20,95;Construction;NACE Rev. 2;4321
118;142048749;52,1160209;21,022336;-19,61;Public Administration, Education, Health Social Services;NACE Rev. 2;8510
119;140952440;52,1160209;21,022336;4,17;Public Administration, Education, Health Social Services;NACE Rev. 2;8559
120;11815268;52,11620425;21,02385585;13,92;Communications;NACE Rev. 2;6110
121;17451991;52,11635765;21,10850095;0,82;Public Administration, Education, Health Social Services;NACE Rev. 2;8610
122;141345971;52,1164911;21,00818346;-3,41;Wholesale;NACE Rev. 2;4675
123;362713277;52,1166608;21,02410845;-60,61;Business Services;NACE Rev. 2;4520
124;11533972;52,11710555;21,09623829;-57,58;Retail;NACE Rev. 2;4741
125;146465183;52,11711585;21,00798375;-9,55;Business Services;NACE Rev. 2;7311
126;146510831;52,11711585;21,00798375;69,11;Business Services;NACE Rev. 2;7311
127;13054371;52,117152;21,01979374;1,39;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2016
128;140948124;52,1174078;20,99823909;-5,01;Construction;NACE Rev. 2;4321
129;221740705;52,11761005;21,01932191;-74,49;Retail;NACE Rev. 2;4540
130;146529500;52,11761005;21,01932191;-21,75;Retail;NACE Rev. 2;4540
131;10317203;52,11761005;21,01932191;0,18;Retail;NACE Rev. 2;4759
132;362628749;52,11761365;21,02140905;-42,72;Miscellaneous Manufacturing;NACE Rev. 2;3230
133;12018775;52,1176706;21,016666;-7,98;Wholesale;NACE Rev. 2;4690
134;147329246;52,11780235;21,02231425;7,6;Construction;NACE Rev. 2;4339
135;142066776;52,1181127;21,02398062;-20,27;Retail;NACE Rev. 2;4532
136;361494407;52,1181279;21,02137005;-1,84;Wholesale;NACE Rev. 2;4652
137;146934519;52,118131;21,022876;-56,43;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2790
138;147149596;52,11813375;21,01987729;-46,98;Wholesale;NACE Rev. 2;4690
139;13161233;52,11813375;21,01987729;-2,42;Wholesale;NACE Rev. 2;4690
140;140707219;52,1182075;21,0182066;6,6;Printing & Publishing;NACE Rev. 2;1812
141;16432916;52,1182594;21,017569;0,41;Computer Software;NACE Rev. 2;6311
142;142721710;52,1182594;21,017569;1,62;Construction;NACE Rev. 2;4322
143;142553039;52,1182594;21,017569;26,26;Wholesale;NACE Rev. 2;4618
144;140216705;52,11841975;21,00780582;-18,37;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2822
145;145930258;52,1184976;21,0175847;-44,7;Computer Software;NACE Rev. 2;6202
146;14948290;52,1184976;21,0175847;16,49;Business Services;NACE Rev. 2;6209
147;350001630;52,11852195;21,0171077;-10,08;Mining & Extraction;NACE Rev. 2;811
148;12064999;52,11876335;21,01720978;3,55;Wholesale;NACE Rev. 2;4651
149;15815064;52,1188512;21,0138174;-1,93;Travel, Personal & Leisure;NACE Rev. 2;9602
150;11225911;52,11895945;21,01542415;27,03;Food & Tobacco Manufacturing;NACE Rev. 2;1071
151;146869207;52,1190798;21,1048239;0,02;Business Services;NACE Rev. 2;3319
152;147175375;52,11928605;21,01660005;1,19;Wholesale;NACE Rev. 2;4651
153;146114302;52,11968155;21,01138604;3,39;Computer Software;NACE Rev. 2;6311
154;363520445;52,119866;21,0200291;-45,46;Business Services;NACE Rev. 2;7022
155;145878753;52,119866;21,0200291;-9,42;Wholesale;NACE Rev. 2;4639
156;361768000;52,119866;21,0200291;-3,53;Business Services;NACE Rev. 2;8299
157;141268124;52,120569;21,01929642;1,27;Travel, Personal & Leisure;NACE Rev. 2;9311
158;2007377;52,12106385;21,0144806;6,7;Biotechnology and Life Sciences;NACE Rev. 2;7219
159;361830963;52,1213483;21,0089195;-3,5;Computer Software;NACE Rev. 2;6201
160;12768364;52,12152585;21,1045182;-72,67;Business Services;NACE Rev. 2;7112
161;10142465;52,1215988;21,01449293;-28,57;Retail;NACE Rev. 2;4729
162;10836736;52,1215988;21,01449293;-1,19;Wholesale;NACE Rev. 2;4669
163;140316128;52,1215988;21,01449293;0,56;Construction;NACE Rev. 2;4322
164;147273095;52,1215988;21,01449293;65,55;Industrial, Electric & Electronic Machinery;NACE Rev. 2;3320
165;141693057;52,1217871;21,0146829;-13,53;Travel, Personal & Leisure;NACE Rev. 2;7711
166;141513463;52,1217871;21,0146829;1,11;Retail;NACE Rev. 2;4711
167;141693028;52,1217871;21,0146829;2,91;Wholesale;NACE Rev. 2;4639
168;16041914;52,12178875;21,01402301;11,63;Wholesale;NACE Rev. 2;4690
169;12093245;52,12184595;21,01737278;1,4;Wholesale;NACE Rev. 2;4690
170;145861356;52,1219979;21,09718086;42,69;Travel, Personal & Leisure;NACE Rev. 2;5610
171;260141621;52,12217615;21,0099117;-0,66;Construction;NACE Rev. 2;4120
172;141568547;52,12224905;21,02249332;-22,22;Computer Software;NACE Rev. 2;6201
173;17424391;52,1225839;21,0122919;4,51;Business Services;NACE Rev. 2;4520
174;17319091;52,12266475;21,01638845;-85,91;Construction;NACE Rev. 2;4120
175;141367234;52,12266475;21,01638845;3,07;Construction;NACE Rev. 2;4299
176;12298786;52,12266475;21,01638845;4,4;Business Services;NACE Rev. 2;9511
177;146686406;52,1226802;21,0060166;-25;Travel, Personal & Leisure;NACE Rev. 2;5621
178;16132752;52,1228504;21,01385073;-9,37;Wholesale;NACE Rev. 2;4645
179;146673705;52,12289275;21,01720462;-3,23;Banking, Insurance & Financial Services;NACE Rev. 2;6629
180;141570277;52,12289275;21,01720462;-2,63;Construction;NACE Rev. 2;4120
181;146371542;52,12289275;21,01720462;-1,59;Wholesale;NACE Rev. 2;4511
182;13024594;52,12289275;21,01720462;-1,58;Wholesale;NACE Rev. 2;4511
183;146337924;52,12289275;21,01720462;-1,08;Wholesale;NACE Rev. 2;4511
184;10807640;52,12289275;21,01720462;0,49;Wholesale;NACE Rev. 2;4511
185;142835111;52,1229097;21,01192128;0,77;Food & Tobacco Manufacturing;NACE Rev. 2;1083
186;11134373;52,12296335;21,0192351;10,55;Business Services;NACE Rev. 2;8230
187;10737419;52,1230389;21,1003163;17,48;Wholesale;NACE Rev. 2;4690
188;2191228;52,12304055;21,0018824;-8,38;Construction;NACE Rev. 2;4120
189;147405094;52,1231509;21,00993434;21,47;Metals & Metal Products;NACE Rev. 2;2562
190;145893735;52,1231658;21,09994165;-0,77;Business Services;NACE Rev. 2;7740
191;12370213;52,12327325;21,01263365;-3,58;Wholesale;NACE Rev. 2;4662
192;15502425;52,12327325;21,01263365;-2,9;Business Services;NACE Rev. 2;7732
193;6737180;52,12327325;21,01263365;-1,94;Property Services;NACE Rev. 2;6820
194;146782216;52,1233367;21,0234832;7,44;Printing & Publishing;NACE Rev. 2;1813
195;871212348;52,1235747;21,0054053;13,34;Wholesale;NACE Rev. 2;4690
196;143774430;52,1235885;21,00722091;5,05;Wholesale;NACE Rev. 2;4648
197;361893892;52,1235885;21,00722091;12,99;Retail;NACE Rev. 2;4777
198;13221716;52,1235885;21,00722091;25,54;Retail;NACE Rev. 2;4799
199;363329799;52,12363795;21,02164995;12,36;Business Services;NACE Rev. 2;7830
200;140006971;52,12363795;21,02164995;27,54;Industrial, Electric & Electronic Machinery;US SIC;5829
201;141108082;52,12369625;21,09498161;21,05;Biotechnology and Life Sciences;US SIC;7211
202;11633811;52,123864;21,00677894;-10,21;Business Services;NACE Rev. 2;7112
203;140380965;52,123864;21,00677894;20,56;Wholesale;NACE Rev. 2;4646
204;710000482;52,1242389;20,9980181;8,65;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2219
205;146282407;52,1245059;21,0190724;5,55;Wholesale;NACE Rev. 2;4651
206;146023717;52,1245059;21,0190724;10,64;Wholesale;NACE Rev. 2;4651
207;142834583;52,12458;21,0078073;-12,5;Media & Broadcasting;NACE Rev. 2;5912
208;2184553;52,12458;21,0078073;11,18;Media & Broadcasting;NACE Rev. 2;5911
209;11203387;52,12464935;21,00748306;5,44;Wholesale;NACE Rev. 2;4690
210;10466050;52,12464935;21,00748306;9,03;Business Services;NACE Rev. 2;7311
211;2050976;52,12467385;21,01212378;6,4;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2899
212;146895498;52,1247238;21,08236879;-0,47;Property Services;NACE Rev. 2;6810
213;11148079;52,12492495;21,01121533;6,59;Business Services;NACE Rev. 2;8130
214;146282360;52,12500395;21,0106631;-6,38;Wholesale;NACE Rev. 2;4511
215;1328317;52,12500395;21,0106631;-4,65;Construction;NACE Rev. 2;4120
216;142121535;52,12516275;21,01007368;-12,07;Construction;NACE Rev. 2;4321
217;362334172;52,12516275;21,01007368;0,41;Construction;NACE Rev. 2;4399
218;146538019;52,12516275;21,01007368;0,77;Travel, Personal & Leisure;NACE Rev. 2;5510
219;146720942;52,12516275;21,01007368;4,17;Construction;NACE Rev. 2;4322
220;140962437;52,12516275;21,01007368;5,66;Construction;NACE Rev. 2;4120
221;146634450;52,12516275;21,01007368;10,99;Construction;NACE Rev. 2;4211
222;362675750;52,12516275;21,01007368;90,91;Food & Tobacco Manufacturing;NACE Rev. 2;1101
223;142024051;52,1253599;21,01950435;0,02;Construction;NACE Rev. 2;4110
224;15181642;52,1257555;21,0968404;2,56;Banking, Insurance & Financial Services;NACE Rev. 2;6622
225;147334750;52,125875;20,99060976;10,04;Wholesale;NACE Rev. 2;4634
226;281571963;52,125875;20,99060976;11,11;Wholesale;NACE Rev. 2;4617
227;480916;52,1259602;20,99411055;27,22;Agriculture, Horticulture & Livestock;NACE Rev. 2;119
228;363252200;52,12614095;21,02014877;-4,54;Construction;NACE Rev. 2;4110
229;15495694;52,12621295;21,01663773;10,44;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2229
230;146643354;52,1262287;21,01170679;1,4;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2732
231;10286201;52,1262287;21,01170679;7,05;Wholesale;NACE Rev. 2;4652
232;10343778;52,1265448;21,0180104;-9,28;Computer Software;NACE Rev. 2;6201
233;147109289;52,1265448;21,0180104;-7,64;Media & Broadcasting;NACE Rev. 2;5913
234;362019915;52,1265448;21,0180104;-7,64;Business Services;NACE Rev. 2;8121
235;15189170;52,1265448;21,0180104;-5,51;Business Services;NACE Rev. 2;7022
236;147108433;52,1265448;21,0180104;-4,4;Media & Broadcasting;NACE Rev. 2;6312
237;146057260;52,1265448;21,0180104;-4,23;Computer Software;NACE Rev. 2;6202
238;142440051;52,1265448;21,0180104;-3,91;Computer Software;NACE Rev. 2;6201
239;142437497;52,1265448;21,0180104;-0,13;Computer Software;NACE Rev. 2;6201
240;140047036;52,1265448;21,0180104;0,17;Business Services;US SIC;7022
241;146951825;52,1265448;21,0180104;0,42;Computer Software;NACE Rev. 2;6201
242;12743364;52,1265448;21,0180104;0,58;Property Services;NACE Rev. 2;6831
243;141973207;52,1265448;21,0180104;0,8;Computer Software;NACE Rev. 2;6201
244;141983631;52,1265448;21,0180104;1,13;Business Services;NACE Rev. 2;6420
245;142377022;52,1265448;21,0180104;1,14;Wholesale;NACE Rev. 2;4644
246;146568581;52,1265448;21,0180104;2,66;Computer Software;NACE Rev. 2;6201
247;141875290;52,1265448;21,0180104;3,41;Business Services;NACE Rev. 2;7022
248;146799783;52,1265448;21,0180104;4,3;Business Services;NACE Rev. 2;7810
249;140330921;52,1265448;21,0180104;5,8;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
250;360959413;52,1265448;21,0180104;7,96;Business Services;NACE Rev. 2;8020
251;146703665;52,1265448;21,0180104;14,66;Computer Software;NACE Rev. 2;6311
252;15242705;52,1265448;21,0180104;22,1;Wholesale;NACE Rev. 2;4690
253;142031565;52,1265448;21,0180104;27,3;Computer Software;NACE Rev. 2;6201
254;141987675;52,1265448;21,0180104;36,95;Wholesale;NACE Rev. 2;4619
255;360299164;52,12661635;21,0204954;1,16;Wholesale;NACE Rev. 2;4791
256;10821829;52,12667095;20,99005773;2,82;Printing & Publishing;NACE Rev. 2;5819
257;15494625;52,12674305;21,01723584;-50,36;Wholesale;NACE Rev. 2;4646
258;142317400;52,1267995;21,10372576;-45,46;Construction;NACE Rev. 2;4110
259;15314592;52,1268063;21,0593329;1,67;Transport, Freight & Storage;NACE Rev. 2;4931
260;360667403;52,126904;21,09729268;-7,21;Travel, Personal & Leisure;NACE Rev. 2;5510
261;142215420;52,12701145;21,02016333;0,3;Business Services;NACE Rev. 2;7010
262;12533922;52,12701145;21,02016333;4,59;Wholesale;NACE Rev. 2;4663
263;140854297;52,12701145;21,02016333;8,19;Business Services;NACE Rev. 2;6920
264;141428792;52,1271119;20,99314615;1,07;Business Services;NACE Rev. 2;7311
265;12844970;52,1271119;20,99314615;26,71;Wholesale;NACE Rev. 2;4690
266;142747890;52,1271119;20,99314615;33,63;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
267;12385462;52,1271212;21,02412903;6,97;Media & Broadcasting;NACE Rev. 2;5911
268;142484090;52,1272103;21,09803789;-1,89;Food & Tobacco Manufacturing;NACE Rev. 2;1089
269;146488161;52,12722015;21,0188487;-3,33;Wholesale;NACE Rev. 2;4511
270;147002864;52,1273414;21,068309;0,98;Agriculture, Horticulture & Livestock;NACE Rev. 2;163
271;260733310;52,12743575;21,0139843;91,46;Wholesale;NACE Rev. 2;4690
272;15697050;52,12755555;21,01525915;-1,16;Wholesale;NACE Rev. 2;4642
273;15536186;52,12755555;21,01525915;0,31;Wholesale;NACE Rev. 2;4642
274;147243378;52,12755555;21,01525915;0,85;Wholesale;NACE Rev. 2;4642
275;15794675;52,1275928;21,0177438;3,89;Property Services;NACE Rev. 2;6810
276;12379740;52,1275928;21,0177438;8,39;Wholesale;NACE Rev. 2;4675
277;141609335;52,1275928;21,0177438;33,28;Public Administration, Education, Health Social Services;NACE Rev. 2;8622
278;15584185;52,12770945;21,06425953;-5,97;Construction;NACE Rev. 2;4110
279;141306340;52,12770945;21,06425953;6,52;Property Services;NACE Rev. 2;6810
280;142297056;52,12773025;21,02231866;4,28;Public Administration, Education, Health Social Services;NACE Rev. 2;8559
281;140073542;52,1279566;21,06206977;39,69;Wholesale;NACE Rev. 2;4651
282;141271273;52,12799095;21,07524874;19,28;Travel, Personal & Leisure;NACE Rev. 2;9312
283;140986917;52,12813605;21,06293539;66,67;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
284;142065328;52,1282075;21,0554829;17,91;Wholesale;NACE Rev. 2;4674
285;15789770;52,1282075;21,0554829;52,48;Computer Software;NACE Rev. 2;6202
286;1348679;52,1282929;21,05959403;-0,16;Property Services;NACE Rev. 2;6832
287;141950962;52,1282929;21,05959403;4,67;Media & Broadcasting;NACE Rev. 2;6312
288;878688;52,1283062;21,06422145;0,77;Property Services;NACE Rev. 2;6832
289;17372984;52,1283062;21,06422145;14,16;Business Services;NACE Rev. 2;7320
290;1391758;52,12831805;21,05607677;0,06;Property Services;NACE Rev. 2;6832
291;142972948;52,1284285;21,0963072;0,59;Media & Broadcasting;NACE Rev. 2;5911
292;146114182;52,12845755;21,07828538;0,31;Food & Tobacco Manufacturing;NACE Rev. 2;1039
293;147087814;52,12845755;21,07828538;2,01;Wholesale;NACE Rev. 2;4631
294;12735413;52,12845755;21,07828538;2,95;Media & Broadcasting;NACE Rev. 2;5920
295;147090420;52,12845755;21,07828538;3,97;Wholesale;NACE Rev. 2;4631
296;16424911;52,12845755;21,07828538;12,73;Media & Broadcasting;NACE Rev. 2;5920
297;142216253;52,12845755;21,07828538;15,31;Travel, Personal & Leisure;NACE Rev. 2;9002
298;141122886;52,12845755;21,07828538;99,36;Business Services;NACE Rev. 2;7022
299;1357282;52,12851725;21,06079252;0,09;Property Services;NACE Rev. 2;6832
300;10360251;52,1285302;21,0929627;-7,32;Printing & Publishing;NACE Rev. 2;5811
301;141381547;52,12854515;21,0039574;1,83;Property Services;NACE Rev. 2;6820
302;145909488;52,12854515;21,0039574;6,03;Business Services;NACE Rev. 2;7010
303;140987667;52,12854515;21,0039574;22,22;Wholesale;NACE Rev. 2;4690
304;10249714;52,1285924;21,092977;-2,33;Media & Broadcasting;NACE Rev. 2;5911
305;142487740;52,12864525;21,0526494;-25;Transport, Freight & Storage;NACE Rev. 2;5110
306;2150175;52,1288091;21,09601795;-12,61;Wholesale;NACE Rev. 2;4675
307;143021333;52,12883975;21,07640114;-3,55;Business Services;NACE Rev. 2;7311
308;141060725;52,1288715;21,0653485;0,52;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2712
309;10451953;52,12889145;21,09249655;34,73;Property Services;NACE Rev. 2;6832
310;141354556;52,1289948;21,05970965;1,71;Wholesale;NACE Rev. 2;4646
311;142064895;52,1290945;21,07798601;-63,64;Business Services;NACE Rev. 2;7022
312;2155480;52,1290945;21,07798601;-3,76;Wholesale;NACE Rev. 2;4690
313;146502955;52,12911575;21,07159363;-3,31;Utilities;NACE Rev. 2;3511
314;15721268;52,12911575;21,07159363;-71;Retail;NACE Rev. 2;4771
315;16929054;52,12913405;21,06706322;43,71;Business Services;NACE Rev. 2;7311
316;146703895;52,12913405;21,06706322;44,71;Banking, Insurance & Financial Services;NACE Rev. 2;6622
317;140441106;52,12914745;21,05611011;-7,32;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2042
318;6211146;52,12917185;21,0631766;0,18;Business Services;NACE Rev. 2;8110
319;302228040;52,1291741;21,06164994;-34,93;Travel, Personal & Leisure;NACE Rev. 2;7420
320;10143973;52,1291741;21,06164994;0,07;Property Services;NACE Rev. 2;6832
321;141976625;52,1291741;21,06164994;45,9;Media & Broadcasting;NACE Rev. 2;6312
322;141976588;52,1291741;21,06164994;58,33;Media & Broadcasting;NACE Rev. 2;6312
323;1393792;52,1292693;21,05996671;-0,41;Property Services;NACE Rev. 2;6820
324;141047127;52,1293201;21,06392611;-9,95;Property Services;NACE Rev. 2;6820
