ID;REGON;lat;lon;ROA_BEST;BvD_sectors;National industry classification;NACE_rev2_4dig
20020;142923878;52,22883025;21,0133715;-8,55;Construction;NACE Rev. 2;4110
20021;146417617;52,22883025;21,0133715;-8,21;Transport, Freight & Storage;NACE Rev. 2;4941
20022;363010610;52,22883025;21,0133715;-7,94;Wholesale;NACE Rev. 2;4637
20023;146550380;52,22883025;21,0133715;-7,8;Business Services;NACE Rev. 2;7810
20024;300903320;52,22883025;21,0133715;-7,7;Agriculture, Horticulture & Livestock;NACE Rev. 2;111
20025;146370011;52,22883025;21,0133715;-7,34;Transport, Freight & Storage;NACE Rev. 2;4942
20026;146263670;52,22883025;21,0133715;-7,17;Business Services;NACE Rev. 2;7022
20027;146598725;52,22883025;21,0133715;-7,03;Computer Software;NACE Rev. 2;6311
20028;147433239;52,22883025;21,0133715;-6,14;Business Services;NACE Rev. 2;7022
20029;146061758;52,22883025;21,0133715;-5,89;Travel, Personal & Leisure;NACE Rev. 2;7912
20030;122948552;52,22883025;21,0133715;-5,33;Retail;NACE Rev. 2;4771
20031;360831191;52,22883025;21,0133715;-5,23;Food & Tobacco Manufacturing;NACE Rev. 2;1089
20032;141594059;52,22883025;21,0133715;-5,09;Construction;NACE Rev. 2;4120
20033;146283192;52,22883025;21,0133715;-4,95;Wholesale;NACE Rev. 2;4649
20034;302518890;52,22883025;21,0133715;-4,73;Wholesale;NACE Rev. 2;4652
20035;146522350;52,22883025;21,0133715;-4,59;Wholesale;NACE Rev. 2;4614
20036;6936004;52,22883025;21,0133715;-4,35;Banking, Insurance & Financial Services;NACE Rev. 2;6499
20037;147450083;52,22883025;21,0133715;-4,33;Travel, Personal & Leisure;NACE Rev. 2;5610
20038;147015453;52,22883025;21,0133715;-4,23;Banking, Insurance & Financial Services;NACE Rev. 2;6619
20039;146372330;52,22883025;21,0133715;-4,21;Construction;NACE Rev. 2;4399
20040;362732257;52,22883025;21,0133715;-3,96;Construction;NACE Rev. 2;4120
20041;140266749;52,22883025;21,0133715;-3,92;Construction;NACE Rev. 2;4120
20042;142976768;52,22883025;21,0133715;-3,77;Computer Software;NACE Rev. 2;6201
20043;142874387;52,22883025;21,0133715;-3,6;Media & Broadcasting;NACE Rev. 2;6312
20044;15602807;52,22883025;21,0133715;-3,5;Business Services;NACE Rev. 2;7320
20045;146372286;52,22883025;21,0133715;-3,49;Construction;NACE Rev. 2;4399
20046;146733086;52,22883025;21,0133715;-3,18;Media & Broadcasting;NACE Rev. 2;6312
20047;140631918;52,22883025;21,0133715;-3,14;Business Services;NACE Rev. 2;7311
20048;140308666;52,22883025;21,0133715;-2,81;Wholesale;NACE Rev. 2;4642
20049;281365548;52,22883025;21,0133715;-2,63;Wood, Furniture & Paper Manufacturing;NACE Rev. 2;1629
20050;361363361;52,22883025;21,0133715;-2,45;Retail;NACE Rev. 2;4771
20051;362713030;52,22883025;21,0133715;-2,24;Retail;NACE Rev. 2;4771
20052;146962964;52,22883025;21,0133715;-1,98;Business Services;NACE Rev. 2;7022
20053;146439292;52,22883025;21,0133715;-1,98;Media & Broadcasting;NACE Rev. 2;6312
20054;142344979;52,22883025;21,0133715;-1,84;Wholesale;NACE Rev. 2;4642
20055;142729857;52,22883025;21,0133715;-1,61;Information Services;NACE Rev. 2;9101
20056;361976566;52,22883025;21,0133715;-1,54;Public Administration, Education, Health Social Services;NACE Rev. 2;8559
20057;1376351;52,22883025;21,0133715;-1,44;Textiles & Clothing Manufacturing;NACE Rev. 2;1419
20058;141432859;52,22883025;21,0133715;-1,4;Wholesale;NACE Rev. 2;4649
20059;146148666;52,22883025;21,0133715;-1,39;Wholesale;NACE Rev. 2;4642
20060;146570780;52,22883025;21,0133715;-1,25;Business Services;NACE Rev. 2;7010
20061;147269768;52,22883025;21,0133715;-1,14;Business Services;NACE Rev. 2;7022
20062;140937758;52,22883025;21,0133715;-1,11;Printing & Publishing;NACE Rev. 2;5814
20063;146050944;52,22883025;21,0133715;-0,73;Computer Software;NACE Rev. 2;6201
20064;146155577;52,22883025;21,0133715;-0,63;Property Services;NACE Rev. 2;6820
20065;10793330;52,22883025;21,0133715;-0,4;Business Services;NACE Rev. 2;7111
20066;363180251;52,22883025;21,0133715;-0,21;Retail;NACE Rev. 2;4771
20067;20618434;52,22883025;21,0133715;-0,13;Wholesale;NACE Rev. 2;4652
20068;191871985;52,22883025;21,0133715;-0,09;Wholesale;NACE Rev. 2;4690
20069;142738336;52,22883025;21,0133715;0,04;Wood, Furniture & Paper Manufacturing;NACE Rev. 2;1624
20070;147256560;52,22883025;21,0133715;0,13;Retail;NACE Rev. 2;4719
20071;147087790;52,22883025;21,0133715;0,2;Wholesale;NACE Rev. 2;4616
20072;146595135;52,22883025;21,0133715;0,24;Biotechnology and Life Sciences;NACE Rev. 2;7219
20073;200229009;52,22883025;21,0133715;0,24;Business Services;NACE Rev. 2;7022
20074;120194965;52,22883025;21,0133715;0,29;Retail;NACE Rev. 2;4774
20075;81143529;52,22883025;21,0133715;0,32;Business Services;NACE Rev. 2;7311
20076;320483663;52,22883025;21,0133715;0,33;Agriculture, Horticulture & Livestock;NACE Rev. 2;111
20077;221945229;52,22883025;21,0133715;0,37;Construction;NACE Rev. 2;4110
20078;362963353;52,22883025;21,0133715;0,39;Business Services;NACE Rev. 2;7490
20079;1334720;52,22883025;21,0133715;0,53;Printing & Publishing;NACE Rev. 2;5811
20080;140839435;52,22883025;21,0133715;0,64;Construction;NACE Rev. 2;4221
20081;146695782;52,22883025;21,0133715;0,67;Wholesale;NACE Rev. 2;4666
20082;362936959;52,22883025;21,0133715;0,7;Wholesale;NACE Rev. 2;4791
20083;1396974;52,22883025;21,0133715;0,76;Wholesale;NACE Rev. 2;4511
20084;145988068;52,22883025;21,0133715;0,76;Construction;NACE Rev. 2;4110
20085;340744220;52,22883025;21,0133715;0,94;Construction;NACE Rev. 2;4110
20086;141907529;52,22883025;21,0133715;0,95;Wholesale;NACE Rev. 2;4690
20087;142870024;52,22883025;21,0133715;0,95;Transport Manufacturing;NACE Rev. 2;3012
20088;147207661;52,22883025;21,0133715;0,97;Business Services;NACE Rev. 2;7022
20089;363340890;52,22883025;21,0133715;0,98;Retail;NACE Rev. 2;4771
20090;147072190;52,22883025;21,0133715;1,01;Retail;NACE Rev. 2;4772
20091;145820618;52,22883025;21,0133715;1,13;Banking, Insurance & Financial Services;NACE Rev. 2;6499
20092;147082343;52,22883025;21,0133715;1,14;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2611
20093;141368363;52,22883025;21,0133715;1,15;Business Services;NACE Rev. 2;6209
20094;145998492;52,22883025;21,0133715;1,3;Media & Broadcasting;NACE Rev. 2;5912
20095;361707949;52,22883025;21,0133715;1,33;Retail;NACE Rev. 2;4719
20096;141499131;52,22883025;21,0133715;1,46;Construction;NACE Rev. 2;4120
20097;366399145;52,22883025;21,0133715;1,46;Retail;NACE Rev. 2;4771
20098;147473629;52,22883025;21,0133715;1,61;Computer Software;NACE Rev. 2;6201
20099;146688492;52,22883025;21,0133715;1,66;Retail;NACE Rev. 2;4771
20100;140042330;52,22883025;21,0133715;1,66;Business Services;NACE Rev. 2;7111
20101;141321315;52,22883025;21,0133715;1,67;Retail;NACE Rev. 2;4775
20102;146062189;52,22883025;21,0133715;1,84;Wholesale;NACE Rev. 2;4642
20103;140825769;52,22883025;21,0133715;1,92;Computer Software;NACE Rev. 2;6311
20104;360316810;52,22883025;21,0133715;1,96;Retail;NACE Rev. 2;4774
20105;146354970;52,22883025;21,0133715;1,98;Agriculture, Horticulture & Livestock;NACE Rev. 2;220
20106;360966749;52,22883025;21,0133715;2,13;Business Services;NACE Rev. 2;7022
20107;361797020;52,22883025;21,0133715;2,17;Retail;NACE Rev. 2;4771
20108;21669356;52,22883025;21,0133715;2,24;Wholesale;NACE Rev. 2;4671
20109;361139050;52,22883025;21,0133715;2,27;Retail;NACE Rev. 2;4771
20110;61484170;52,22883025;21,0133715;2,33;Computer Software;NACE Rev. 2;6201
20111;146143539;52,22883025;21,0133715;2,33;Business Services;NACE Rev. 2;9511
20112;146755290;52,22883025;21,0133715;2,46;Construction;NACE Rev. 2;4120
20113;12629303;52,22883025;21,0133715;2,56;Construction;NACE Rev. 2;4110
20114;363751038;52,22883025;21,0133715;2,57;Retail;NACE Rev. 2;4771
20115;221836121;52,22883025;21,0133715;2,67;Wholesale;NACE Rev. 2;4642
20116;146701867;52,22883025;21,0133715;2,7;Wholesale;NACE Rev. 2;4638
20117;120857064;52,22883025;21,0133715;2,74;Wholesale;NACE Rev. 2;4651
20118;362865610;52,22883025;21,0133715;2,83;Retail;NACE Rev. 2;4771
20119;146461653;52,22883025;21,0133715;2,85;Business Services;NACE Rev. 2;8010
20120;302604721;52,22883025;21,0133715;2,92;Transport, Freight & Storage;NACE Rev. 2;4941
20121;361827754;52,22883025;21,0133715;2,96;Retail;NACE Rev. 2;4771
20122;141854891;52,22883025;21,0133715;2,96;Business Services;NACE Rev. 2;8010
20123;146010488;52,22883025;21,0133715;2,97;Agriculture, Horticulture & Livestock;NACE Rev. 2;163
20124;147144742;52,22883025;21,0133715;3,18;Retail;NACE Rev. 2;4771
20125;147485822;52,22883025;21,0133715;3,22;Retail;NACE Rev. 2;4771
20126;363866327;52,22883025;21,0133715;3,29;Retail;NACE Rev. 2;4719
20127;363623435;52,22883025;21,0133715;3,56;Retail;NACE Rev. 2;4771
20128;147393480;52,22883025;21,0133715;3,65;Business Services;NACE Rev. 2;7022
20129;147295062;52,22883025;21,0133715;3,79;Construction;NACE Rev. 2;4110
20130;147421325;52,22883025;21,0133715;3,8;Business Services;NACE Rev. 2;7022
20131;146114986;52,22883025;21,0133715;3,8;Business Services;NACE Rev. 2;7311
20132;146070734;52,22883025;21,0133715;3,85;Computer Software;NACE Rev. 2;6201
20133;362455697;52,22883025;21,0133715;4,03;Retail;NACE Rev. 2;4771
20134;146917969;52,22883025;21,0133715;4,41;Banking, Insurance & Financial Services;NACE Rev. 2;6499
20135;360357625;52,22883025;21,0133715;4,49;Retail;NACE Rev. 2;4719
20136;363731490;52,22883025;21,0133715;4,81;Wholesale;NACE Rev. 2;4641
20137;145834603;52,22883025;21,0133715;4,94;Construction;NACE Rev. 2;4120
20138;147045307;52,22883025;21,0133715;5,1;Construction;NACE Rev. 2;4110
20139;146594800;52,22883025;21,0133715;5,33;Banking, Insurance & Financial Services;NACE Rev. 2;6622
20140;142952176;52,22883025;21,0133715;5,37;Retail;NACE Rev. 2;4711
20141;141823689;52,22883025;21,0133715;5,62;Utilities;NACE Rev. 2;3512
20142;146631612;52,22883025;21,0133715;5,63;Public Administration, Education, Health Social Services;NACE Rev. 2;8559
20143;20167256;52,22883025;21,0133715;6,08;Wholesale;NACE Rev. 2;4652
20144;364463005;52,22883025;21,0133715;6,34;Construction;NACE Rev. 2;4120
20145;12731214;52,22883025;21,0133715;6,67;Computer Software;NACE Rev. 2;6202
20146;20565130;52,22883025;21,0133715;7,03;Media & Broadcasting;NACE Rev. 2;6312
20147;243019646;52,22883025;21,0133715;7,07;Wholesale;NACE Rev. 2;4642
20148;146681120;52,22883025;21,0133715;7,47;Industrial, Electric & Electronic Machinery;NACE Rev. 2;3320
20149;81007341;52,22883025;21,0133715;7,55;Business Services;NACE Rev. 2;3312
20150;22207735;52,22883025;21,0133715;7,97;Computer Software;NACE Rev. 2;6202
20151;141977872;52,22883025;21,0133715;8,24;Media & Broadcasting;NACE Rev. 2;6312
20152;12706713;52,22883025;21,0133715;8,7;Transport, Freight & Storage;NACE Rev. 2;5221
20153;146278274;52,22883025;21,0133715;8,77;Retail;NACE Rev. 2;4741
20154;147437591;52,22883025;21,0133715;8,87;Wholesale;NACE Rev. 2;4669
20155;10122907;52,22883025;21,0133715;9,31;Printing & Publishing;NACE Rev. 2;5811
20156;300022328;52,22883025;21,0133715;9,31;Wholesale;NACE Rev. 2;4675
20157;146951950;52,22883025;21,0133715;9,34;Wood, Furniture & Paper Manufacturing;NACE Rev. 2;1610
20158;146535877;52,22883025;21,0133715;9,74;Business Services;NACE Rev. 2;7731
20159;146416180;52,22883025;21,0133715;10;Retail;NACE Rev. 2;4741
20160;17379621;52,22883025;21,0133715;10,45;Wholesale;NACE Rev. 2;4619
20161;100710158;52,22883025;21,0133715;10,57;Transport Manufacturing;NACE Rev. 2;3011
20162;147107497;52,22883025;21,0133715;11,11;Travel, Personal & Leisure;NACE Rev. 2;9604
20163;360370382;52,22883025;21,0133715;11,63;Construction;NACE Rev. 2;4339
20164;147080580;52,22883025;21,0133715;12;Business Services;NACE Rev. 2;8230
20165;361752134;52,22883025;21,0133715;12,12;Wholesale;NACE Rev. 2;4642
20166;360257036;52,22883025;21,0133715;12,5;Business Services;NACE Rev. 2;7022
20167;363889305;52,22883025;21,0133715;12,5;Property Services;NACE Rev. 2;6831
20168;146439694;52,22883025;21,0133715;12,73;Retail;NACE Rev. 2;4719
20169;146525784;52,22883025;21,0133715;13,43;Industrial, Electric & Electronic Machinery;NACE Rev. 2;1820
20170;146580671;52,22883025;21,0133715;13,78;Business Services;NACE Rev. 2;7830
20171;360601210;52,22883025;21,0133715;13,79;Business Services;NACE Rev. 2;6209
20172;301736432;52,22883025;21,0133715;13,85;Retail;NACE Rev. 2;4773
20173;142666105;52,22883025;21,0133715;14,05;Business Services;NACE Rev. 2;4520
20174;15704420;52,22883025;21,0133715;15;Wholesale;NACE Rev. 2;4674
20175;146075588;52,22883025;21,0133715;16,13;Banking, Insurance & Financial Services;NACE Rev. 2;6499
20176;341299101;52,22883025;21,0133715;16,83;Business Services;NACE Rev. 2;7311
20177;360962409;52,22883025;21,0133715;17;Property Services;NACE Rev. 2;6831
20178;147411210;52,22883025;21,0133715;17,53;Wholesale;NACE Rev. 2;4675
20179;11901200;52,22883025;21,0133715;17,66;Business Services;NACE Rev. 2;7311
20180;10792097;52,22883025;21,0133715;18,61;Industrial, Electric & Electronic Machinery;NACE Rev. 2;3320
20181;146400829;52,22883025;21,0133715;19,1;Transport, Freight & Storage;NACE Rev. 2;4941
20182;147200009;52,22883025;21,0133715;19,85;Retail;NACE Rev. 2;4741
20183;146773890;52,22883025;21,0133715;19,91;Retail;NACE Rev. 2;4799
20184;146317809;52,22883025;21,0133715;20,26;Wholesale;NACE Rev. 2;4690
20185;146646306;52,22883025;21,0133715;21,79;Computer Software;NACE Rev. 2;6201
20186;362754253;52,22883025;21,0133715;22,83;Business Services;NACE Rev. 2;7111
20187;361223163;52,22883025;21,0133715;23,08;Business Services;NACE Rev. 2;7410
20188;363224965;52,22883025;21,0133715;23,08;Construction;NACE Rev. 2;4339
20189;146550291;52,22883025;21,0133715;23,17;Media & Broadcasting;NACE Rev. 2;6399
20190;871183233;52,22883025;21,0133715;23,24;Retail;NACE Rev. 2;4759
20191;360818463;52,22883025;21,0133715;24,3;Communications;NACE Rev. 2;6110
20192;147199980;52,22883025;21,0133715;24,56;Business Services;NACE Rev. 2;7311
20193;363954020;52,22883025;21,0133715;26,54;Property Services;NACE Rev. 2;6810
20194;146518353;52,22883025;21,0133715;27,82;Wholesale;NACE Rev. 2;4669
20195;362579206;52,22883025;21,0133715;27,87;Business Services;NACE Rev. 2;8121
20196;362829778;52,22883025;21,0133715;28,87;Property Services;NACE Rev. 2;6820
20197;141628841;52,22883025;21,0133715;29,31;Communications;NACE Rev. 2;6190
20198;146701850;52,22883025;21,0133715;31,58;Food & Tobacco Manufacturing;NACE Rev. 2;1039
20199;146213576;52,22883025;21,0133715;32,77;Wholesale;NACE Rev. 2;4661
20200;101146493;52,22883025;21,0133715;34,95;Waste Management & Treatment;NACE Rev. 2;3811
20201;147232222;52,22883025;21,0133715;35;Wholesale;NACE Rev. 2;4690
20202;146228141;52,22883025;21,0133715;35,14;Computer Software;NACE Rev. 2;6201
20203;146346120;52,22883025;21,0133715;35,15;Wholesale;NACE Rev. 2;4673
20204;361781911;52,22883025;21,0133715;37,8;Wholesale;NACE Rev. 2;4669
20205;142954347;52,22883025;21,0133715;38;Banking, Insurance & Financial Services;NACE Rev. 2;6629
20206;146492033;52,22883025;21,0133715;38,89;Construction;NACE Rev. 2;4120
20207;146367109;52,22883025;21,0133715;40;Wholesale;NACE Rev. 2;4791
20208;147432642;52,22883025;21,0133715;40,59;Business Services;NACE Rev. 2;7022
20209;142756392;52,22883025;21,0133715;41,67;Business Services;NACE Rev. 2;7021
20210;147081533;52,22883025;21,0133715;44,44;Textiles & Clothing Manufacturing;NACE Rev. 2;1411
20211;146414346;52,22883025;21,0133715;46,15;Business Services;NACE Rev. 2;7311
20212;146327825;52,22883025;21,0133715;46,15;Computer Software;NACE Rev. 2;5829
20213;241605185;52,22883025;21,0133715;46,67;Wholesale;NACE Rev. 2;4642
20214;147383719;52,22883025;21,0133715;47,65;Construction;NACE Rev. 2;4211
20215;146404939;52,22883025;21,0133715;51,61;Wholesale;NACE Rev. 2;4791
20216;360811538;52,22883025;21,0133715;53,33;Business Services;NACE Rev. 2;7022
20217;145987985;52,22883025;21,0133715;54,59;Business Services;NACE Rev. 2;6209
20218;146612610;52,22883025;21,0133715;58,63;Computer Software;NACE Rev. 2;5821
20219;146164524;52,22883025;21,0133715;59,46;Public Administration, Education, Health Social Services;NACE Rev. 2;8559
20220;146219030;52,22883025;21,0133715;60,47;Business Services;NACE Rev. 2;7311
20221;16128466;52,22883025;21,0133715;63,38;Construction;NACE Rev. 2;4120
20222;142286532;52,22883025;21,0133715;67,06;Construction;NACE Rev. 2;4120
20223;146820402;52,22883025;21,0133715;67,99;Business Services;NACE Rev. 2;7810
20224;362639351;52,22883025;21,0133715;71,41;Business Services;NACE Rev. 2;7820
20225;146438996;52,22883025;21,0133715;75,74;Media & Broadcasting;NACE Rev. 2;6312
20226;362818817;52,22883025;21,0133715;76,65;Banking, Insurance & Financial Services;NACE Rev. 2;6499
20227;142082396;52,22883025;21,0133715;78,86;Public Administration, Education, Health Social Services;NACE Rev. 2;9412
20228;147473747;52,22883025;21,0133715;84,15;Business Services;NACE Rev. 2;7810
20229;363035388;52,22883025;21,0133715;86,31;Business Services;NACE Rev. 2;7022
20230;140479563;52,22883025;21,0133715;90;Public Administration, Education, Health Social Services;NACE Rev. 2;8559
20231;141347616;52,22883025;21,0133715;90,41;Printing & Publishing;NACE Rev. 2;5811
20232;140836365;52,22883025;21,0133715;90,84;Public Administration, Education, Health Social Services;NACE Rev. 2;9411
20233;146145745;52,22883025;21,0133715;98,18;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
20234;361598911;52,22883025;21,0133715;7,69;Business Services;NACE Rev. 2;7022
20235;360578993;52,22883025;21,0133715;-97,02;Public Administration, Education, Health Social Services;NACE Rev. 2;8690
20236;147162674;52,22883025;21,0133715;-71,05;Travel, Personal & Leisure;NACE Rev. 2;9329
20237;146258863;52,22883025;21,0133715;-51,35;Travel, Personal & Leisure;NACE Rev. 2;9313
20238;141961300;52,22883025;21,0133715;-57,69;Public Administration, Education, Health Social Services;NACE Rev. 2;8520
20239;277552851;52,22883025;21,0133715;-51,74;Wholesale;NACE Rev. 2;4671
20240;142449247;52,22883025;21,0133715;51,72;Media & Broadcasting;NACE Rev. 2;5911
20241;146324614;52,22883025;21,0133715;-17,65;Business Services;NACE Rev. 2;7830
20242;142855852;52,22883025;21,0133715;-3,04;Travel, Personal & Leisure;NACE Rev. 2;9609
20243;362187742;52,22883025;21,0133715;2,78;Agriculture, Horticulture & Livestock;NACE Rev. 2;129
20244;142954028;52,22883025;21,0133715;14,29;Travel, Personal & Leisure;NACE Rev. 2;5621
20245;146101140;52,22883025;21,0133715;0,11;Business Services;NACE Rev. 2;7022
20246;146658108;52,22883025;21,0133715;0,79;Media & Broadcasting;NACE Rev. 2;6399
20247;360122141;52,22883025;21,0133715;1,75;Wholesale;NACE Rev. 2;4690
20248;101389356;52,22883025;21,0133715;50;Business Services;NACE Rev. 2;4520
20249;147346411;52,22883025;21,0133715;74,29;Construction;NACE Rev. 2;4120
20250;146355402;52,22883025;21,0133715;84,62;Computer Software;NACE Rev. 2;6202
20251;360264711;52,22883025;21,0133715;-2,38;Business Services;NACE Rev. 2;6920
20252;146560355;52,2288386;21,01015455;-71,43;Business Services;NACE Rev. 2;8211
20253;11918502;52,2288386;21,01015455;-21,52;Business Services;NACE Rev. 2;7320
20254;11526417;52,2288386;21,01015455;-12,35;Banking, Insurance & Financial Services;NACE Rev. 2;6612
20255;364510220;52,2288386;21,01015455;-7,69;Business Services;NACE Rev. 2;7022
20256;141386160;52,2288386;21,01015455;-0,1;Transport, Freight & Storage;NACE Rev. 2;5210
20257;147438870;52,2288386;21,01015455;44,44;Business Services;NACE Rev. 2;7022
20258;12286748;52,2288386;21,01015455;48,87;Business Services;NACE Rev. 2;7320
20259;12124879;52,22884695;20,96159468;-3,21;Property Services;NACE Rev. 2;6820
20260;360708875;52,2288601;21,01702415;-12,02;Travel, Personal & Leisure;NACE Rev. 2;5610
20261;142535171;52,22887045;21,01538189;-22,06;Media & Broadcasting;NACE Rev. 2;6399
20262;22079674;52,22887045;21,01538189;-11,26;Wholesale;NACE Rev. 2;4671
20263;364411830;52,22887045;21,01538189;-9;Food & Tobacco Manufacturing;NACE Rev. 2;1041
20264;16363322;52,22887045;21,01538189;-7,16;Property Services;NACE Rev. 2;6820
20265;11149274;52,22887045;21,01538189;2,57;Public Administration, Education, Health Social Services;NACE Rev. 2;9411
20266;362437564;52,22887045;21,01538189;4,12;Business Services;NACE Rev. 2;8030
20267;141651811;52,22887045;21,01538189;6,85;Wholesale;NACE Rev. 2;4676
20268;141596839;52,22887045;21,01538189;17,13;Printing & Publishing;NACE Rev. 2;5813
20269;10459558;52,22887045;21,01538189;27,63;Travel, Personal & Leisure;NACE Rev. 2;7912
20270;141590400;52,2288832;21,05399027;-1,92;Construction;NACE Rev. 2;4120
20271;11171658;52,2288832;21,05399027;7,5;Property Services;NACE Rev. 2;6810
20272;147090466;52,2288832;21,05399027;37,76;Property Services;NACE Rev. 2;6831
20273;17486647;52,228895;21,05555735;-6,69;Printing & Publishing;NACE Rev. 2;5811
20274;10865241;52,228895;21,05555735;-3,48;Business Services;NACE Rev. 2;7022
20275;14845011;52,228895;21,05555735;4,36;Property Services;NACE Rev. 2;6810
20276;142283858;52,22889845;21,10351905;-5,6;Business Services;NACE Rev. 2;6209
20277;10199229;52,22889845;21,10351905;-4,85;Printing & Publishing;NACE Rev. 2;1812
20278;141145048;52,22889845;21,10351905;4,93;Printing & Publishing;NACE Rev. 2;1812
20279;145834879;52,22891005;20,99459332;-46,67;Business Services;NACE Rev. 2;6920
20280;17506410;52,22891005;20,99459332;35,68;Wholesale;NACE Rev. 2;4631
20281;140518197;52,22891005;20,99459332;58,24;Wholesale;NACE Rev. 2;4651
20282;140922320;52,22891005;20,99459332;67,41;Travel, Personal & Leisure;NACE Rev. 2;5630
20283;10845735;52,22892745;21,00964094;-57,14;Banking, Insurance & Financial Services;NACE Rev. 2;6491
20284;750142222;52,22892745;21,00964094;-4,78;Media & Broadcasting;NACE Rev. 2;6020
20285;12290543;52,22892745;21,00964094;-2,3;Media & Broadcasting;NACE Rev. 2;6020
20286;16128288;52,22892745;21,00964094;4,41;Wholesale;NACE Rev. 2;4690
20287;2156516;52,22892745;21,00964094;13,75;Wholesale;NACE Rev. 2;4643
20288;12536694;52,22892745;21,00964094;45,34;Banking, Insurance & Financial Services;NACE Rev. 2;6621
20289;145975545;52,22892745;21,00964094;61,54;Banking, Insurance & Financial Services;NACE Rev. 2;6499
20290;15250478;52,2289349;21,10070274;45,46;Printing & Publishing;NACE Rev. 2;5811
20291;360099494;52,228947;20,91074729;-78,44;Computer Software;NACE Rev. 2;6201
20292;147010378;52,228947;20,91074729;30,15;Banking, Insurance & Financial Services;NACE Rev. 2;6622
20293;15736940;52,2289657;21,011703;32,08;Travel, Personal & Leisure;NACE Rev. 2;5610
20294;362428051;52,2289744;21,05802505;10,53;Business Services;NACE Rev. 2;7490
20295;12091690;52,22898245;20,99882971;-0,8;Wholesale;NACE Rev. 2;4690
20296;15443250;52,2289856;21,01053706;-2,38;Retail;NACE Rev. 2;4777
20297;145927196;52,2289856;21,01053706;8,07;Public Administration, Education, Health Social Services;NACE Rev. 2;8541
20298;142708312;52,2289856;21,01053706;-33,33;Public Administration, Education, Health Social Services;NACE Rev. 2;8690
20299;142076177;52,2289907;21,011027;6,28;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2223
20300;144827297;52,2289947;21,09590036;-82,22;Business Services;NACE Rev. 2;7022
20301;491624;52,22901365;20,9961737;0,39;Property Services;NACE Rev. 2;6832
20302;326049;52,22901555;20,96547953;-0,43;Biotechnology and Life Sciences;NACE Rev. 2;7219
20303;325848;52,22901555;20,96547953;0,11;Biotechnology and Life Sciences;NACE Rev. 2;7219
20304;12529731;52,22901555;20,96547953;7,43;Wholesale;NACE Rev. 2;4690
20305;142346205;52,22902165;20,90092909;86,67;Wood, Furniture & Paper Manufacturing;NACE Rev. 2;1624
20306;146625669;52,22902315;21,01487918;10,91;Travel, Personal & Leisure;NACE Rev. 2;5610
20307;141816407;52,22902315;21,01487918;26,28;Travel, Personal & Leisure;NACE Rev. 2;9003
20308;361567520;52,22903425;21,08247826;34,39;Retail;NACE Rev. 2;4722
20309;360297751;52,22903425;21,08247826;76,42;Business Services;NACE Rev. 2;7022
20310;141631694;52,22903425;21,08247826;-0,57;Wholesale;NACE Rev. 2;4642
20311;2054030;52,22903495;20,95589475;76,92;Travel, Personal & Leisure;NACE Rev. 2;5630
20312;12741610;52,2290442;20,905009;-5,96;Wholesale;NACE Rev. 2;4690
20313;15265296;52,2290454;20,9590014;-4,75;Business Services;NACE Rev. 2;8020
20314;15758691;52,2290454;20,9590014;-1,4;Property Services;NACE Rev. 2;6820
20315;141024126;52,2290454;20,9590014;3,64;Wholesale;NACE Rev. 2;4690
20316;15850994;52,2290454;20,9590014;4,51;Business Services;NACE Rev. 2;6910
20317;16246237;52,2290454;20,9590014;7,72;Property Services;NACE Rev. 2;6820
20318;15851019;52,2290454;20,9590014;53,09;Banking, Insurance & Financial Services;NACE Rev. 2;6499
20319;20768530;52,2290454;20,9590014;60,56;Business Services;NACE Rev. 2;3314
20320;146416300;52,2290454;20,9590014;72,09;Business Services;NACE Rev. 2;6420
20321;17431008;52,22906;21,03548115;0,13;Public Administration, Education, Health Social Services;NACE Rev. 2;8690
20322;12230699;52,2290602;20,9609031;-14,23;Wholesale;NACE Rev. 2;4661
20323;960651;52,2290602;20,9609031;1,16;Property Services;NACE Rev. 2;6832
20324;16737248;52,2290602;20,9609031;21,67;Business Services;NACE Rev. 2;7022
20325;142882323;52,2290798;21,0541578;1;Wood, Furniture & Paper Manufacturing;NACE Rev. 2;1729
20326;12849387;52,229104;21,1384024;14,53;Wholesale;NACE Rev. 2;4511
20327;146296711;52,2291128;21,01515442;-68,82;Business Services;NACE Rev. 2;9524
20328;141217687;52,2291183;20,91212711;2;Retail;NACE Rev. 2;4774
20329;6218929;52,2291183;20,91212711;3,63;Communications;NACE Rev. 2;6110
20330;361314820;52,2291183;20,91212711;9,17;Business Services;NACE Rev. 2;7311
20331;147235077;52,22915815;20,91442273;20;Business Services;NACE Rev. 2;7311
20332;360508248;52,2291596;20,96883159;-5,73;Wholesale;NACE Rev. 2;4690
20333;456384;52,2291596;20,96883159;4,21;Business Services;NACE Rev. 2;8010
20334;147247206;52,2291596;20,96883159;30,61;Business Services;NACE Rev. 2;7022
20335;2196792;52,2291873;20,99893943;-41,11;Wholesale;NACE Rev. 2;4690
20336;10057067;52,2291878;21,01686364;-23,53;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2823
20337;142692657;52,2291878;21,01686364;25,22;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2740
